X;Y;Z;Classification;R;G;B;NIR;treeID;Tree_type
691416.63;6468459.48;4.438;5;17920;22016;12800;43520;23034.0;Не определено
691416.29;6468459.44;11.204;5;22528;26880;15360;51200;23034.0;Не определено
691415.34;6468459.35;9.779;5;9472;14848;3840;43008;23034.0;Не определено
691415.55;6468459.36;12.489;5;16640;22272;10496;48384;23034.0;Не определено
691418.8;6468453.09;0.0;2;27648;25856;21248;38912;1892.0;Не определено
691419.46;6468453.52;0.0;2;36096;32512;25856;40704;1892.0;Не определено
691418.43;6468453.93;21.846;5;32512;28928;25600;41216;1892.0;Не определено
691418.84;6468454.21;17.348;5;28928;27648;20224;38912;1892.0;Не определено
691419.1;6468454.38;21.549;5;26624;25088;16896;34560;1892.0;Не определено
691418.46;6468454.0;0.0;2;32512;28928;25600;41216;1892.0;Не определено
691419.17;6468454.47;0.0;2;25856;24320;15616;34048;1892.0;Не определено
691419.89;6468454.94;0.0;2;30208;28416;24320;39424;1892.0;Не определено
691418.19;6468455.03;24.775;5;29184;25856;20992;34816;1892.0;Не определено
691418.85;6468455.47;23.657;5;32768;30720;25856;43520;1892.0;Не определено
691418.94;6468455.52;24.943;5;32768;30720;25856;43520;1892.0;Не определено
691419.24;6468455.73;19.3;5;26112;24064;20736;32768;1892.0;Не определено
691419.49;6468455.88;23.246;5;24576;22528;19200;32000;1892.0;Не определено
691419.97;6468456.21;19.13;5;27136;25344;21248;31744;1892.0;Не определено
691419.47;6468455.92;0.0;2;24576;22528;19200;32000;1892.0;Не определено
691417.52;6468455.65;24.041;5;22016;24832;17152;46080;1892.0;Не определено
691417.63;6468455.72;25.83;5;25856;25856;18688;43264;1892.0;Не определено
691418.22;6468456.12;23.859;5;24832;23040;18176;36864;1892.0;Не определено
691418.97;6468456.6;25.044;5;32768;29952;22784;43008;1892.0;Не определено
691418.88;6468456.55;23.667;5;34048;30976;24320;44800;1892.0;Не определено
691418.81;6468456.56;0.0;2;34048;30976;24320;44800;1892.0;Не определено
691419.85;6468457.2;16.463;5;32768;30720;24832;39168;1892.0;Не определено
691419.51;6468457.01;0.0;2;28160;26112;21248;33024;1892.0;Не определено
691417.46;6468456.64;22.795;5;22784;27136;16384;53760;1892.0;Не определено
691417.58;6468456.71;24.635;5;22784;27136;16384;53760;1892.0;Не определено
691417.03;6468456.4;5.348;5;20992;26368;15872;52736;1892.0;Не определено
691417.71;6468456.81;15.938;1;25088;27648;18176;52992;1892.0;Не определено
691418.21;6468457.13;24.124;5;24576;23296;17664;38400;1892.0;Не определено
691416.97;6468456.36;4.377;5;18944;23296;14080;50176;1892.0;Не определено
691417.71;6468456.85;4.039;5;25088;27648;18176;52992;1892.0;Не определено
691418.73;6468457.48;20.614;5;35840;32768;26112;43520;1892.0;Не определено
691418.87;6468457.56;22.75;5;35072;31488;24576;40448;1892.0;Не определено
691418.11;6468457.11;0.0;2;26112;26112;19968;45312;1892.0;Не определено
691419.34;6468457.88;19.808;5;36608;34560;25344;40960;1892.0;Не определено
691419.5;6468457.98;22.347;5;33024;30720;22784;36864;1892.0;Не определено
691418.83;6468457.59;0.0;2;35072;31488;24576;40448;1892.0;Не определено
691419.58;6468458.07;0.0;2;35840;32512;24320;38144;1892.0;Не определено
691416.84;6468457.51;0.0;2;21248;28160;16640;53760;1892.0;Не определено
691416.37;6468458.54;5.335;5;22528;28416;17664;52736;23034.0;Не определено
691416.61;6468458.68;9.109;5;21760;27136;16640;52480;23034.0;Не определено
691416.93;6468458.92;3.73;5;18432;21760;14592;47360;23034.0;Не определено
691417.43;6468459.25;0.0;2;15104;17152;13312;32768;23034.0;Не определено
691415.66;6468459.44;12.525;5;25088;30976;17664;52992;23034.0;Не определено
691416.3;6468459.9;0.0;2;22016;28416;13824;50688;23034.0;Не определено
691409.8;6468469.97;20.25;5;20480;20736;16128;27648;60.0;Не определено
691417.25;6468460.49;0.0;2;15872;17920;11776;40192;23034.0;Не определено
691416.36;6468460.42;0.0;2;15360;20992;11776;43264;23034.0;Не определено
691416.72;6468460.43;4.842;5;13312;17408;9984;35840;23034.0;Не определено
691417.04;6468460.45;9.121;5;6656;8704;4864;30208;23034.0;Не определено
691416.53;6468460.4;12.673;5;15616;20736;11264;40192;23034.0;Не определено
691414.84;6468460.24;12.849;5;27392;32768;18176;55552;23034.0;Не определено
691417.87;6468461.79;0.0;2;29184;33536;22016;48896;23034.0;Не определено
691417.06;6468461.71;0.0;2;29952;33792;23296;49920;23034.0;Не определено
691417.4;6468461.74;4.537;5;30464;34304;23808;51456;23034.0;Не определено
691416.52;6468461.65;4.707;5;32000;36608;23296;52992;23034.0;Не определено
691416.28;6468461.61;12.497;5;30464;35840;21248;52736;23034.0;Не определено
691416.15;6468461.61;10.752;5;28928;34304;19712;51712;23034.0;Не определено
691415.85;6468461.58;6.674;5;28672;33792;20224;52480;23034.0;Не определено
691415.47;6468461.54;12.805;5;26624;32512;19200;52736;23034.0;Не определено
691414.44;6468461.44;10.453;5;25088;31232;18432;54784;23034.0;Не определено
691416.21;6468462.6;4.962;5;26880;32768;18944;52736;23034.0;Не определено
691415.46;6468462.52;6.201;5;21760;28416;16128;51456;23034.0;Не определено
691414.84;6468462.46;9.625;5;17152;23808;11776;47872;23034.0;Не определено
691413.85;6468462.37;7.102;5;21504;28416;14336;53248;23034.0;Не определено
691415.84;6468463.65;0.0;2;17920;24832;11776;46848;23034.0;Не определено
691414.99;6468463.57;0.0;2;27136;34560;17664;55552;23034.0;Не определено
691415.39;6468463.58;5.306;5;27392;34816;17664;56832;23034.0;Не определено
691415.5;6468463.59;6.736;5;23552;30976;14592;52480;23034.0;Не определено
691413.34;6468463.41;0.0;2;24320;31488;16640;52992;20025.0;Не определено
691413.27;6468464.69;0.0;2;13056;16128;9984;36608;20025.0;Не определено
691413.56;6468464.7;3.816;5;16128;18688;11776;38400;20025.0;Не определено
691412.79;6468464.63;4.918;5;20992;25344;17152;48384;20025.0;Не определено
691413.05;6468464.64;8.328;5;13056;18432;10496;38144;20025.0;Не определено
691413.14;6468464.64;9.578;5;13056;18432;10496;38144;20025.0;Не определено
691412.65;6468464.59;13.531;5;16128;20480;12288;44288;20025.0;Не определено
691413.81;6468466.02;0.0;2;8704;8960;7680;16896;20025.0;Не определено
691414.21;6468466.03;5.322;5;7680;8704;9472;17408;20025.0;Не определено
691412.98;6468465.94;0.0;2;26112;32512;21760;55296;20025.0;Не определено
691412.84;6468465.9;9.75;5;26112;32512;21760;55296;20025.0;Не определено
691412.69;6468465.89;7.801;5;28416;33792;23808;58624;20025.0;Не определено
691412.56;6468465.89;6.034;5;21248;25600;16896;53504;20025.0;Не определено
691412.28;6468465.84;12.806;5;16128;21760;12544;46848;20025.0;Не определено
691412.1;6468465.82;10.365;5;20736;26368;16640;48640;20025.0;Не определено
691412.88;6468466.94;0.0;2;22272;29440;16896;50432;20025.0;Не определено
691413.14;6468466.96;3.513;5;22016;28672;16640;48896;20025.0;Не определено
691412.09;6468466.87;0.0;2;26368;32512;19200;54528;20025.0;Не определено
691412.39;6468466.89;3.932;5;26368;32512;19200;54272;20025.0;Не определено
691412.08;6468466.83;11.39;5;26368;32512;19200;54528;20025.0;Не определено
691412.72;6468467.81;0.0;2;17152;21760;12032;46080;60.0;Не определено
691411.87;6468467.73;0.0;2;20480;27136;15104;49152;60.0;Не определено
691411.06;6468467.65;0.0;2;18432;24064;14336;47360;60.0;Не определено
691412.94;6468467.77;25.027;5;25600;30208;19456;51200;60.0;Не определено
691412.2;6468467.7;26.167;5;28160;33792;22016;55040;60.0;Не определено
691415.05;6468469.08;0.0;2;9216;9216;9728;12288;60.0;Не определено
691414.22;6468469.01;0.0;2;8448;8448;8960;10752;60.0;Не определено
691413.35;6468468.92;0.0;2;19456;23040;17152;40960;60.0;Не определено
691412.71;6468468.86;1.845;5;17920;22272;14080;42496;60.0;Не определено
691414.02;6468468.94;19.56;1;6400;6144;7424;9216;60.0;Не определено
691413.31;6468468.87;21.424;5;19456;23040;17152;40960;60.0;Не определено
691413.16;6468468.86;19.458;5;16896;19968;16384;40192;60.0;Не определено
691413.8;6468468.9;28.133;5;8192;9216;8960;14848;60.0;Не определено
691413.55;6468468.88;24.677;5;17152;20736;14848;33024;60.0;Не определено
691412.89;6468468.82;26.999;5;15616;18944;14592;38144;60.0;Не определено
691411.73;6468468.71;22.448;5;23552;27904;17152;50432;60.0;Не определено
691411.98;6468468.73;25.827;5;20480;24832;14080;47360;60.0;Не определено
691410.67;6468468.62;20.203;5;28160;33792;21248;54272;60.0;Не определено
691411.04;6468468.64;25.029;5;25344;31488;19200;51968;60.0;Не определено
691412.63;6468469.91;29.995;5;14336;15872;12800;31744;60.0;Не определено
691411.63;6468469.82;26.821;5;13568;15616;11776;32256;60.0;Не определено
691411.71;6468469.82;27.966;5;13568;15616;11776;32256;60.0;Не определено
691410.72;6468469.73;26.753;5;25344;30464;17920;51200;60.0;Не определено
691410.22;6468469.7;20.276;5;20480;24832;16640;45824;60.0;Не определено
691416.88;6468460.25;9.214;5;7680;11520;6144;31232;23034.0;Не определено
691417.01;6468460.37;0.0;2;9472;13056;7168;33792;23034.0;Не определено
691415.94;6468460.84;12.715;5;28416;33024;23296;52480;23034.0;Не определено
691415.86;6468460.82;0.0;2;28416;33024;23296;52480;23034.0;Не определено
691416.16;6468461.01;4.679;5;27136;31488;20736;50688;23034.0;Не определено
691416.24;6468461.05;6.103;5;27648;31744;21760;50944;23034.0;Не определено
691416.56;6468461.29;0.0;2;32768;36864;24320;53248;23034.0;Не определено
691416.85;6468461.45;4.497;5;32256;36096;25088;51712;23034.0;Не определено
691417.25;6468461.73;0.0;2;28672;32512;22016;49152;23034.0;Не определено
691415.16;6468461.03;12.44;5;27136;33792;17664;54784;23034.0;Не определено
691415.26;6468461.1;14.172;5;28672;34816;19456;53504;23034.0;Не определено
691415.54;6468461.3;7.645;5;25856;31744;18432;50688;23034.0;Не определено
691415.88;6468461.51;12.989;5;28672;33792;20224;52480;23034.0;Не определено
691416.08;6468461.65;4.999;5;28928;34304;19712;51712;23034.0;Не определено
691416.16;6468461.7;6.194;5;28928;34304;19712;51712;23034.0;Не определено
691416.44;6468461.91;0.0;2;26112;30464;18944;48640;23034.0;Не определено
691416.71;6468462.07;4.257;5;22784;27136;17920;46336;23034.0;Не определено
691414.18;6468461.78;10.284;5;24064;30976;17408;52992;23034.0;Не определено
691414.73;6468462.14;8.217;5;26112;33280;17664;55296;23034.0;Не определено
691414.5;6468462.01;4.559;5;29184;36608;20224;56064;23034.0;Не определено
691414.83;6468462.2;9.722;5;22784;29440;17152;53760;23034.0;Не определено
691415.33;6468462.54;6.151;5;15872;22528;11008;46592;23034.0;Не определено
691415.63;6468462.76;0.0;2;27392;34048;18432;54016;23034.0;Не определено
691413.77;6468462.94;7.87;5;27392;33536;18176;54784;23034.0;Не определено
691415.04;6468463.76;5.434;5;28928;36352;19200;55808;23034.0;Не определено
691414.69;6468463.56;0.0;2;27648;35072;18688;56576;23034.0;Не определено
691413.12;6468463.69;9.137;5;21760;27904;15104;51456;20025.0;Не определено
691413.23;6468463.79;0.0;2;18944;25600;14080;48640;20025.0;Не определено
691413.92;6468464.25;0.0;2;24064;30464;15872;54016;20025.0;Не определено
691412.69;6468464.68;5.922;5;20992;25344;17152;48384;20025.0;Не определено
691412.92;6468464.81;9.56;5;20992;26624;16896;49408;20025.0;Не определено
691413.03;6468464.91;0.0;2;14080;18944;10752;38656;20025.0;Не определено
691412.32;6468465.88;12.851;5;16128;21760;12544;46848;20025.0;Не определено
691412.16;6468465.78;10.345;5;20224;25344;15872;48384;20025.0;Не определено
691412.87;6468466.25;10.452;5;17152;23552;12800;46848;20025.0;Не определено
691412.45;6468465.99;3.837;5;21248;25600;16896;53504;20025.0;Не определено
691412.58;6468466.08;5.971;5;16896;22016;13056;48896;20025.0;Не определено
691412.96;6468466.34;0.0;2;17152;23552;12800;46848;20025.0;Не определено
691413.05;6468466.4;1.586;5;19456;25344;14080;46080;20025.0;Не определено
691412.78;6468467.58;25.063;5;24320;29952;20224;50688;60.0;Не определено
691411.92;6468467.03;11.411;5;25856;31488;18944;51456;60.0;Не определено
691413.09;6468467.79;18.933;5;24576;28928;19712;47104;60.0;Не определено
691411.88;6468467.04;0.0;2;25856;31488;18944;51456;60.0;Не определено
691412.11;6468467.19;3.644;5;27648;33536;20224;54272;60.0;Не определено
691412.59;6468467.51;0.0;2;24064;29696;19968;52224;60.0;Не определено
691413.84;6468468.28;19.729;5;20224;18688;15616;24064;60.0;Не определено
691413.26;6468467.95;0.0;2;14848;19200;14592;32512;60.0;Не определено
691413.99;6468468.43;0.0;2;16384;15616;14336;20736;60.0;Не определено
691415.4;6468469.35;0.0;2;10240;10240;10752;13056;60.0;Не определено
691411.62;6468468.08;25.897;5;21248;27136;15872;50176;60.0;Не определено
691412.45;6468468.62;27.151;5;19712;25344;15360;47872;60.0;Не определено
691412.35;6468468.56;25.579;5;19456;25856;15872;48640;60.0;Не определено
691413.2;6468469.11;28.068;5;12800;16128;11776;33792;60.0;Не определено
691414.08;6468469.69;31.367;5;13312;12800;13056;16128;60.0;Не определено
691412.84;6468468.94;0.0;2;15616;18944;14592;38144;60.0;Не определено
691413.54;6468469.39;0.0;2;8704;11264;9216;23296;60.0;Не определено
691414.25;6468469.86;0.0;2;19712;18176;18176;25344;60.0;Не определено
691411.37;6468469.23;26.568;5;24576;29952;18944;50944;60.0;Не определено
691412.27;6468469.82;29.75;5;13568;16896;11776;29952;60.0;Не определено
691407.73;6468474.29;0.0;2;28672;25344;21248;37120;178.0;Не определено
691407.48;6468474.24;18.942;5;27392;25344;20480;35072;178.0;Не определено
691407.66;6468474.25;21.413;5;28672;25344;21248;37120;178.0;Не определено
691409.96;6468475.26;0.0;2;35072;35840;23808;48640;178.0;Не определено
691409.13;6468475.19;0.0;2;34816;31488;26624;43520;178.0;Не определено
691408.28;6468475.1;0.0;2;31488;29440;23552;40192;178.0;Не определено
691407.44;6468475.01;0.0;2;33280;30464;25344;39168;178.0;Не определено
691409.03;6468475.13;21.071;5;34816;31488;26624;43520;178.0;Не определено
691406.63;6468474.94;0.0;2;29696;26880;22272;36864;178.0;Не определено
691408.22;6468475.05;20.921;5;31488;29440;23552;40192;178.0;Не определено
691407.42;6468474.97;21.634;5;31232;28416;23296;38144;178.0;Не определено
691406.6;6468474.9;21.662;5;32000;28672;24320;39680;178.0;Не определено
691409.9;6468476.36;0.0;2;33536;34816;24576;49664;178.0;Не определено
691409.06;6468476.28;0.0;2;40192;38912;28672;46848;178.0;Не определено
691408.2;6468476.2;0.0;2;26112;24320;19456;33536;178.0;Не определено
691409.79;6468476.3;21.081;5;33024;34304;23808;48128;178.0;Не определено
691407.44;6468476.11;0.0;2;28416;26368;20480;36096;178.0;Не определено
691409.12;6468476.23;22.359;5;40192;38912;28672;46848;178.0;Не определено
691408.21;6468476.15;21.896;5;22528;21248;16384;29184;178.0;Не определено
691408.35;6468476.16;23.675;5;22528;21248;16384;29184;178.0;Не определено
691407.53;6468476.08;23.688;5;28416;26368;20480;36096;178.0;Не определено
691407.69;6468476.09;25.92;5;29184;26112;19968;36608;178.0;Не определено
691406.64;6468476.0;22.529;5;31488;29184;24832;38400;178.0;Не определено
691405.78;6468475.91;22.569;5;26880;25088;20480;38656;178.0;Не определено
691409.47;6468477.31;0.0;2;35072;32768;25344;45056;178.0;Не определено
691408.64;6468477.23;0.0;2;38400;34816;27392;47104;178.0;Не определено
691407.77;6468477.15;0.0;2;26624;24576;19200;35328;178.0;Не определено
691409.56;6468477.27;23.705;5;35072;32768;25344;45056;178.0;Не определено
691408.98;6468477.21;26.312;5;39168;35328;27392;45824;178.0;Не определено
691408.15;6468477.13;26.914;5;37376;33792;27136;46336;178.0;Не определено
691407.33;6468477.05;27.25;5;26368;25088;20224;32768;178.0;Не определено
691406.47;6468476.97;26.175;5;33536;30464;26368;39936;178.0;Не определено
691406.36;6468476.96;24.768;5;28416;25344;22272;34560;178.0;Не определено
691405.3;6468476.87;22.087;5;29952;26368;23552;36608;178.0;Не определено
691405.5;6468476.88;24.738;5;29184;25600;22272;37376;178.0;Не определено
691409.21;6468478.18;0.0;2;37120;33280;25344;45312;178.0;Не определено
691408.35;6468478.1;0.0;2;36864;34304;25344;44288;178.0;Не определено
691409.5;6468478.16;25.594;5;34560;30720;22784;44544;178.0;Не определено
691408.76;6468478.08;27.216;5;40960;37120;29696;45312;178.0;Не определено
691406.16;6468477.84;26.242;5;28672;27136;20992;35584;178.0;Не определено
691405.36;6468477.76;26.313;5;32512;28416;24576;44544;178.0;Не определено
691409.99;6468479.37;0.0;2;35328;31488;24064;43520;178.0;Не определено
691409.15;6468479.29;0.0;2;42496;40448;30976;47616;178.0;Не определено
691408.29;6468479.21;0.0;2;32768;30464;22016;40704;178.0;Не определено
691407.44;6468479.13;0.0;2;33792;31488;27648;43008;178.0;Не определено
691406.63;6468479.04;0.0;2;34304;31744;29440;43008;178.0;Не определено
691408.57;6468479.18;25.818;5;40960;37632;29440;47360;178.0;Не определено
691408.02;6468479.12;29.305;5;37120;35584;26880;45568;178.0;Не определено
691405.79;6468478.96;0.0;2;30976;28160;23552;37120;178.0;Не определено
691407.24;6468479.05;29.953;5;27136;25344;21248;33024;178.0;Не определено
691406.23;6468478.95;27.693;5;25088;23808;18688;29440;178.0;Не определено
691405.18;6468478.86;24.908;5;25856;22784;19200;34304;178.0;Не определено
691405.41;6468479.92;0.0;2;32256;29440;24832;39936;178.0;Не определено
691404.53;6468479.83;0.0;2;26880;25088;20992;36864;178.0;Не определено
691406.26;6468479.96;22.674;5;33280;31232;26368;41216;178.0;Не определено
691407.51;6468474.34;17.303;1;27392;25344;20480;35072;178.0;Не определено
691407.74;6468474.49;20.886;5;30464;27136;22784;37632;178.0;Не определено
691407.62;6468474.41;18.988;5;30464;27136;22784;37632;178.0;Не определено
691408.43;6468474.95;20.764;5;34560;31488;24832;40960;178.0;Не определено
691407.81;6468474.59;0.0;2;28928;25600;21248;35328;178.0;Не определено
691409.15;6468475.42;21.014;5;34048;33024;24064;44544;178.0;Не определено
691408.52;6468475.05;0.0;2;34816;32000;24832;41472;178.0;Не определено
691409.24;6468475.53;0.0;2;34816;35328;25088;46848;178.0;Не определено
691406.78;6468475.03;21.917;5;27648;24832;20224;34048;178.0;Не определено
691407.49;6468475.49;21.635;5;31232;28416;22784;35584;178.0;Не определено
691407.61;6468475.57;23.569;5;34048;30976;25344;39168;178.0;Не определено
691408.17;6468475.95;21.746;5;30464;28672;24064;35584;178.0;Не определено
691407.99;6468475.83;18.848;5;31232;28416;22784;36096;178.0;Не определено
691408.46;6468476.12;26.145;5;29696;26880;21760;37632;178.0;Не определено
691408.29;6468476.02;23.59;5;22528;21248;16384;29184;178.0;Не определено
691406.78;6468475.08;0.0;2;27648;24832;20224;34048;178.0;Не определено
691407.52;6468475.57;0.0;2;31232;28416;22784;35584;178.0;Не определено
691408.94;6468476.45;22.544;5;44032;41216;33024;49408;178.0;Не определено
691409.16;6468476.59;25.936;5;40448;39424;29696;45824;178.0;Не определено
691408.24;6468476.04;0.0;2;22528;21248;16384;29184;178.0;Не определено
691409.68;6468476.93;22.527;5;36096;35072;25344;47616;178.0;Не определено
691408.91;6468476.48;0.0;2;44032;41216;33024;49408;178.0;Не определено
691409.66;6468476.97;0.0;2;36096;35072;25344;47616;178.0;Не определено
691406.65;6468475.97;22.454;5;31488;29184;24832;38400;178.0;Не определено
691406.75;6468476.04;23.94;5;27136;24832;20480;34560;178.0;Не определено
691406.86;6468476.1;25.584;5;32000;29952;25088;39680;178.0;Не определено
691406.56;6468475.91;20.915;5;31744;28672;24576;38400;178.0;Не определено
691407.56;6468476.57;25.877;5;26112;24064;18176;33536;178.0;Не определено
691408.28;6468477.04;26.191;5;32768;29184;22272;39936;178.0;Не определено
691408.98;6468477.5;26.559;5;40704;36352;28672;45568;178.0;Не определено
691407.98;6468476.9;0.0;2;35072;32256;26624;44288;178.0;Не определено
691409.48;6468477.83;23.609;5;38656;35328;27136;46080;178.0;Не определено
691409.58;6468477.89;25.162;5;38656;35328;27136;46080;178.0;Не определено
691408.71;6468477.38;0.0;2;38400;34816;27392;47104;178.0;Не определено
691409.41;6468477.84;0.0;2;38656;35328;27136;46080;178.0;Не определено
691405.28;6468476.59;22.51;5;29952;27136;22528;36352;178.0;Не определено
691405.42;6468476.68;24.72;5;27392;25088;20736;35840;178.0;Не определено
691406.29;6468477.25;26.857;5;25344;23040;19200;29184;178.0;Не определено
691406.39;6468477.31;28.444;5;25344;23040;19200;29184;178.0;Не определено
691407.18;6468477.83;30.185;5;36608;35072;28416;45056;178.0;Не определено
691407.82;6468478.25;29.013;5;39936;36608;28416;46848;178.0;Не определено
691407.91;6468478.31;30.348;1;39936;36608;28416;46848;178.0;Не определено
691406.66;6468477.56;0.0;2;30464;28416;23040;37632;178.0;Не определено
691408.33;6468478.59;26.133;5;41728;39680;30464;47616;178.0;Не определено
691407.36;6468478.01;0.0;2;32000;30208;25600;41984;178.0;Не определено
691408.12;6468478.51;0.0;2;41216;39168;29952;47872;178.0;Не определено
691408.78;6468478.95;0.0;2;41472;38144;29952;45312;178.0;Не определено
691409.5;6468479.42;0.0;2;39168;35072;28416;43776;178.0;Не определено
691404.48;6468477.54;21.318;5;32256;29184;25088;41728;178.0;Не определено
691404.65;6468477.66;24.051;5;29184;26368;21760;39936;178.0;Не определено
691405.6;6468478.27;27.598;5;29440;25344;21248;38400;178.0;Не определено
691405.47;6468478.19;25.645;5;30464;26368;22272;41984;178.0;Не определено
691406.29;6468478.73;27.838;5;27392;26112;20992;31488;178.0;Не определено
691407.07;6468479.24;28.891;5;43776;41728;35840;47872;178.0;Не определено
691406.91;6468479.14;26.46;5;47104;45056;39680;53504;178.0;Не определено
691405.22;6468478.09;0.0;2;33024;28928;25088;45056;178.0;Не определено
691406.64;6468478.97;22.16;5;33280;30720;28416;44032;178.0;Не определено
691405.91;6468478.54;0.0;2;35328;33792;28160;40960;178.0;Не определено
691407.57;6468479.57;26.04;5;34816;32768;27904;41216;178.0;Не определено
691406.62;6468479.01;0.0;2;34304;31744;29440;43008;178.0;Не определено
691407.32;6468479.47;0.0;2;31488;29696;25088;35584;178.0;Не определено
691408.01;6468479.92;0.0;2;42752;39936;32768;48896;178.0;Не определено
691404.79;6468479.02;25.009;5;25856;23808;20480;34816;178.0;Не определено
691403.9;6468478.49;0.0;2;42752;38656;32000;47104;178.0;Не определено
691406.04;6468479.84;22.628;5;31488;29440;23552;38400;178.0;Не определено
691404.59;6468478.94;0.0;2;27136;24832;20480;35840;178.0;Не определено
691405.31;6468479.42;0.0;2;28416;25344;22272;36864;178.0;Не определено
691406.03;6468479.89;0.0;2;31488;29440;23552;38400;178.0;Не определено
691415.42;6468470.23;0.0;2;9984;10240;11264;13056;60.0;Не определено
691414.61;6468470.16;0.0;2;8448;9472;9216;12288;60.0;Не определено
691413.77;6468470.09;0.0;2;9728;9728;9728;15104;60.0;Не определено
691415.23;6468470.14;31.414;5;8192;8448;9472;11264;60.0;Не определено
691412.89;6468470.0;0.0;2;16896;19712;15360;34560;60.0;Не определено
691414.47;6468470.08;31.73;5;16128;16384;15104;19712;60.0;Не определено
691413.62;6468470.0;31.818;5;12032;12288;11008;21760;60.0;Не определено
691414.26;6468471.03;0.0;2;33024;28672;23552;37888;60.0;Не определено
691413.36;6468470.95;0.0;2;19456;19968;19712;20224;60.0;Не определено
691412.59;6468470.88;0.0;2;10496;11008;10240;11520;60.0;Не определено
691412.49;6468470.8;31.712;5;9472;10752;8960;14080;60.0;Не определено
691412.35;6468470.79;29.913;5;12800;14592;12544;23552;60.0;Не определено
691410.94;6468470.67;22.905;5;11264;12544;11008;21248;60.0;Не определено
691411.01;6468470.67;23.82;5;12288;13312;13568;23296;60.0;Не определено
691414.27;6468471.95;0.0;2;25088;23296;20736;30976;60.0;Не определено
691413.43;6468471.87;0.0;2;7168;7424;7936;8960;60.0;Не определено
691412.58;6468471.8;0.0;2;10496;10496;12544;10752;60.0;Не определено
691414.14;6468471.87;32.172;5;21760;19712;16896;25088;60.0;Не определено
691413.92;6468471.86;29.18;5;17152;15616;12544;20480;60.0;Не определено
691413.04;6468471.78;28.583;5;25344;23552;21504;33024;60.0;Не определено
691412.85;6468471.76;26.015;5;19200;17408;15360;29184;60.0;Не определено
